Company;Date;Open;High;Low;Close;Volume;Ex-Dividend;Split Ratio;Adj. Open;Adj. High;Adj. Low;Adj. Close;Adj. Volume
T Mobile;9/12/08;15.59;15.65;14.8;15.13;3603400.0;0.0;1.0;2.092.175.467.099.910;21.002.274.573.517.400;1.986.157.595.450.850;2.030.443.541.835.900;1801700.0
T Mobile;8/12/08;15.47;15.99;15.0;15.75;4403200.0;0.0;1.0;20.760.714.865.962.600;21.458.554.021.121.000;20.129.975.629.569.400;2.113.647.441.104.790;2201600.0
T Mobile;5/12/08;14.64;15.4;14.35;15.39;2552800.0;0.0;1.0;19.646.856.214.459.700;2.066.677.497.969.130;19.257.676.685.621.400;20.653.354.995.938.200;1276400.0
T Mobile;4/12/08;14.73;15.06;14.21;14.56;2299200.0;0.0;1.0;1.976.763.606.823.720;20.210.495.532.087.700;190.697.969.130.788;1.953.949.634.443.540;1149600.0
T Mobile;3/12/08;13.28;14.98;13.28;14.82;3027600.0;0.0;1.0;17.821.738.424.045.400;20.103.135.662.063.300;17.821.738.424.045.400;19.888.415.922.014.600;1513800.0
T Mobile;2/12/08;13.98;14.14;13.19;13.83;2356400.0;0.0;1.0;18.761.137.286.758.700;18.975.857.026.807.400;17.700.958.570.268.000;1.855.983.753.046.300;1178200.0
T Mobile;1/12/08;14.38;14.41;13.44;13.62;2436800.0;0.0;1.0;1.929.793.663.688.050;19.338.196.588.139.700;18.036.458.164.094.200;18.278.017.871.649.000;1218400.0
T Mobile;28/11/08;13.63;14.7;13.47;14.64;1353600.0;0.0;1.0;18.291.437.855.402.100;19.727.376.116.978.000;18.076.718.115.353.300;19.646.856.214.459.700;676800.0
T Mobile;26/11/08;11.92;14.09;11.92;13.97;3000800.0;0.0;1.0;15.996.620.633.631.100;18.908.757.108.042.200;15.996.620.633.631.100;1.874.771.730.300.560;1500400.0
T Mobile;25/11/08;12.02;12.48;11.68;12.12;3749800.0;0.0;1.0;1.613.082.047.116.160;1.674.813.972.380.170;15.674.541.023.558.000;16.265.020.308.692.100;1874900.0
T Mobile;24/11/08;11.47;12.22;11.05;12.06;2535200.0;0.0;1.0;15.392.721.364.744.100;16.399.220.146.222.500;14.829.082.047.116.100;16.184.500.406.173.800;1267600.0
T Mobile;21/11/08;10.83;11.15;10.23;11.1;2563200.0;0.0;1.0;14.533.842.404.549.100;1.496.328.188.464.660;13.728.643.379.366.300;14.896.181.965.881.300;1281600.0
T Mobile;20/11/08;11.32;11.48;10.43;10.71;2520200.0;0.0;1.0;15.191.421.608.448.400;15.406.141.348.497.100;13.997.043.054.427.200;14.372.802.599.512.500;1260100.0
T Mobile;19/11/08;11.8;12.03;11.36;11.48;3271000.0;0.0;1.0;1.583.558.082.859.460;16.144.240.454.914.700;15.245.101.543.460.600;15.406.141.348.497.100;1635500.0
T Mobile;18/11/08;12.15;12.35;11.53;12.0;2055200.0;0.0;1.0;1.630.528.025.995.120;16.573.679.935.012.100;15.473.241.267.262.300;16.103.980.503.655.500;1027600.0
T Mobile;17/11/08;12.52;12.52;11.4;11.58;2269200.0;0.0;1.0;16.801.819.658.813.900;16.801.819.658.813.900;15.298.781.478.472.700;15.540.341.186.027.600;1134600.0
T Mobile;14/11/08;11.21;12.07;10.92;11.77;2798600.0;0.0;1.0;1.504.380.178.716.490;1.619.792.038.992.680;14.654.622.258.326.500;157.953.208.773.355;1399300.0
T Mobile;13/11/08;10.99;11.61;10.55;11.59;3494400.0;0.0;1.0;14.748.562.144.597.800;1.558.060.113.728.670;14.158.082.859.463.800;15.553.761.169.780.600;1747200.0
T Mobile;12/11/08;12.61;12.72;10.87;11.02;3270800.0;0.0;1.0;1.692.259.951.259.130;17.070.219.333.874.900;14.587.522.339.561.300;14.788.822.095.857.000;1635400.0
T Mobile;11/11/08;13.0;13.09;12.04;12.77;2024400.0;0.0;1.0;17.445.978.878.960.100;17.566.758.732.737.600;1.615.766.043.866.770;17.137.319.252.640.100;1012200.0
T Mobile;10/11/08;13.89;13.89;12.72;13.01;2277600.0;0.0;1.0;18.640.357.432.981.300;18.640.357.432.981.300;17.070.219.333.874.900;17.459.398.862.713.200;1138800.0
T Mobile;7/11/08;13.76;14.02;12.9;13.5;3370400.0;0.0;1.0;18.465.897.644.191.700;1.881.481.722.177.090;17.311.779.041.429.700;1.811.697.806.661.250;1685200.0
T Mobile;6/11/08;14.01;14.18;13.44;13.56;2733400.0;0.0;1.0;18.801.397.238.017.800;1.902.953.696.181.960;18.036.458.164.094.200;1.819.749.796.913.070;1366700.0
T Mobile;5/11/08;14.19;14.93;13.25;14.02;4820200.0;0.0;1.0;19.042.956.945.572.700;20.036.035.743.298.100;17.781.478.472.786.300;1.881.481.722.177.090;2410100.0
T Mobile;4/11/08;14.0;15.0;14.0;14.64;3814600.0;0.0;1.0;18.787.977.254.264.800;20.129.975.629.569.400;18.787.977.254.264.800;19.646.856.214.459.700;1907300.0
T Mobile;3/11/08;13.73;14.22;13.61;14.04;1977600.0;0.0;1.0;1.842.563.769.293.250;19.083.216.896.831.800;1.826.459.788.789.600;1.884.165.718.927.700;988800.0
T Mobile;31/10/08;14.0;14.3;13.38;13.74;2850000.0;0.0;1.0;18.787.977.254.264.800;19.190.576.766.856.200;1.795.593.826.157.590;18.439.057.676.685.600;1425000.0
T Mobile;30/10/08;14.2;14.43;13.87;14.29;3221000.0;0.0;1.0;1.905.637.692.932.570;1.936.503.655.564.580;18.613.517.465.475.200;19.177.156.783.103.100;1610500.0
T Mobile;29/10/08;13.86;14.36;13.7;13.87;2338200.0;0.0;1.0;18.600.097.481.722.100;19.271.096.669.374.400;18.385.377.741.673.400;18.613.517.465.475.200;1169100.0
T Mobile;28/10/08;13.36;13.82;13.12;13.78;3212600.0;0.0;1.0;17.929.098.294.069.800;18.546.417.546.709.900;17.607.018.683.996.700;1.849.273.761.169.780;1606300.0
T Mobile;27/10/08;12.37;12.94;12.1;12.87;1556200.0;0.0;1.0;1.660.051.990.251.820;17.365.458.976.441.900;1.623.818.034.118.600;17.271.519.090.170.500;778100.0
T Mobile;24/10/08;12.69;13.1;12.5;12.73;2329000.0;0.0;1.0;1.702.995.938.261.570;1.758.017.871.649.060;1.677.497.969.130.780;1.708.363.931.762.790;1164500.0
T Mobile;23/10/08;13.9;14.06;12.64;13.34;2503600.0;0.0;1.0;18.653.777.416.734.300;18.868.497.156.783.100;1.696.285.946.385.050;1.790.225.832.656.370;1251800.0
T Mobile;22/10/08;14.0;14.22;13.4;13.96;3398400.0;0.0;1.0;18.787.977.254.264.800;19.083.216.896.831.800;1.798.277.822.908.200;18.734.297.319.252.600;1699200.0
T Mobile;21/10/08;14.36;14.93;14.16;14.26;1871800.0;0.0;1.0;19.271.096.669.374.400;20.036.035.743.298.100;19.002.696.994.313.500;1.913.689.683.184.400;935900.0
T Mobile;20/10/08;14.25;15.03;13.96;14.96;2325800.0;0.0;1.0;19.123.476.848.090.900;20.170.235.580.828.500;18.734.297.319.252.600;20.076.295.694.557.200;1162900.0
T Mobile;17/10/08;12.88;14.07;12.64;13.58;4046200.0;0.0;1.0;17.284.939.073.923.600;18.881.917.140.536.100;1.696.285.946.385.050;18.224.337.936.636.800;2023100.0
T Mobile;16/10/08;12.93;13.61;12.23;13.31;2888600.0;0.0;1.0;17.352.038.992.688.800;1.826.459.788.789.600;1.641.264.012.997.560;17.861.998.375.304.600;1444300.0
T Mobile;15/10/08;13.74;14.24;12.93;13.04;1706800.0;0.0;1.0;18.439.057.676.685.600;1.911.005.686.433.790;17.352.038.992.688.800;1.749.965.881.397.230;853400.0
T Mobile;14/10/08;14.49;15.0;14.01;14.25;3187200.0;0.0;1.0;19.445.556.458.164.000;20.129.975.629.569.400;18.801.397.238.017.800;19.123.476.848.090.900;1593600.0
T Mobile;13/10/08;13.5;14.34;13.34;14.08;2042400.0;0.0;1.0;1.811.697.806.661.250;192.442.567.018.684;1.790.225.832.656.370;188.953.371.242.892;1021200.0
T Mobile;10/10/08;12.83;13.85;11.12;13.03;6187800.0;0.0;1.0;1.721.783.915.515.840;1.858.667.749.796.910;1.492.302.193.338.740;17.486.238.830.219.300;3093900.0
T Mobile;9/10/08;15.49;15.78;12.84;13.49;4131400.0;0.0;1.0;20.787.554.833.468.700;2.117.673.436.230.700;17.231.259.138.911.400;18.103.558.082.859.400;2065700.0
T Mobile;8/10/08;15.36;16.49;15.0;15.19;5402200.0;0.0;1.0;20.613.095.044.679.100;22.129.553.208.773.300;20.129.975.629.569.400;20.384.955.320.877.300;2701100.0
T Mobile;7/10/08;15.32;16.5;15.19;15.98;5758000.0;0.0;1.0;2.055.941.510.966.690;22.142.973.192.526.400;20.384.955.320.877.300;21.445.134.037.367.900;2879000.0
T Mobile;6/10/08;15.22;15.36;13.71;15.36;5328400.0;0.0;1.0;20.425.215.272.136.400;20.613.095.044.679.100;18.398.797.725.426.400;20.613.095.044.679.100;2664200.0
T Mobile;3/10/08;14.51;15.03;14.35;14.62;2816800.0;0.0;1.0;19.472.396.425.670.100;20.170.235.580.828.500;19.257.676.685.621.400;19.620.016.246.953.600;1408400.0
T Mobile;2/10/08;15.19;15.67;14.14;14.28;2242800.0;0.0;1.0;20.384.955.320.877.300;2.102.911.454.102.350;18.975.857.026.807.400;19.163.736.799.350.100;1121400.0
T Mobile;1/10/08;13.81;15.53;13.72;15.25;3747200.0;0.0;1.0;18.532.997.562.956.900;2.084.123.476.848.090;18.412.217.709.179.500;20.465.475.223.395.600;1873600.0
T Mobile;30/9/08;13.14;14.17;13.14;13.99;2407600.0;0.0;1.0;17.633.858.651.502.800;19.016.116.978.066.600;17.633.858.651.502.800;1.877.455.727.051.170;1203800.0
T Mobile;29/9/08;13.65;13.65;12.55;12.98;3895600.0;0.0;1.0;18.318.277.822.908.200;18.318.277.822.908.200;16.842.079.610.073.100;17.419.138.911.454.100;1947800.0
T Mobile;26/9/08;14.45;14.45;13.8;13.9;3818600.0;0.0;1.0;1.939.187.652.315.190;1.939.187.652.315.190;185.195.775.792.039;18.653.777.416.734.300;1909300.0
T Mobile;25/9/08;14.85;15.38;14.59;14.7;2334600.0;0.0;1.0;1.992.867.587.327.370;2.063.993.501.218.520;1.957.975.629.569.450;19.727.376.116.978.000;1167300.0
T Mobile;24/9/08;15.2;15.37;14.67;14.91;1659200.0;0.0;1.0;2.039.837.530.463.030;2.062.651.502.843.210;1.968.711.616.571.890;2.000.919.577.579.200;829600.0
T Mobile;23/9/08;15.76;15.86;14.95;15.06;2408400.0;0.0;1.0;21.149.894.394.800.900;2.128.409.423.233.140;20.062.875.710.804.200;20.210.495.532.087.700;1204200.0
T Mobile;22/9/08;16.69;17.0;15.39;15.59;1299200.0;0.0;1.0;22.397.952.883.834.200;2.281.397.238.017.870;20.653.354.995.938.200;2.092.175.467.099.910;649600.0
T Mobile;19/9/08;16.85;17.9;16.52;16.93;4989800.0;0.0;1.0;22.612.672.623.883.000;24.021.770.917.952.800;22.169.813.160.032.400;22.720.032.493.907.300;2494900.0
T Mobile;18/9/08;15.46;16.34;15.12;16.19;3302400.0;0.0;1.0;20.747.294.882.209.500;21.928.253.452.477.600;20.291.015.434.606.000;2.172.695.369.618.190;1651200.0
T Mobile;17/9/08;16.3;16.64;15.26;15.37;2751000.0;0.0;1.0;2.187.457.351.746.540;22.330.852.965.069.000;2.047.889.520.714.860;2.062.651.502.843.210;1375500.0
T Mobile;16/9/08;16.13;16.63;15.99;16.58;2806800.0;0.0;1.0;2.164.643.379.366.360;22.317.432.981.316.000;21.458.554.021.121.000;22.250.333.062.550.700;1403400.0
T Mobile;15/9/08;17.27;17.86;16.5;16.51;869200.0;0.0;1.0;23.176.311.941.510.900;239.680.909.829.407;22.142.973.192.526.400;2.215.639.317.627.940;434600.0
T Mobile;12/9/08;17.29;17.96;16.95;17.89;1331400.0;0.0;1.0;2.320.315.190.901.700;24.102.290.820.471.100;22.746.872.461.413.400;2.400.835.093.419.980;665700.0
T Mobile;11/9/08;17.25;17.39;16.92;17.33;1554000.0;0.0;1.0;23.149.471.974.004.800;23.337.351.746.547.500;2.270.661.251.015.430;23.256.831.844.029.200;777000.0
T Mobile;10/9/08;17.4;17.61;17.22;17.43;1591400.0;0.0;1.0;2.335.077.173.030.050;2.363.259.138.911.450;23.109.212.022.745.700;2.339.103.168.155.970;795700.0
T Mobile;9/9/08;17.38;17.74;17.09;17.3;2106800.0;0.0;1.0;23.323.931.762.794.400;23.807.051.177.904.100;22.934.752.233.956.100;2.321.657.189.277.010;1053400.0
T Mobile;8/9/08;17.24;17.7;16.92;17.17;1745800.0;0.0;1.0;2.313.605.199.025.180;2.375.337.124.289.190;2.270.661.251.015.430;23.042.112.103.980.500;872900.0
T Mobile;5/9/08;17.02;17.4;16.69;16.75;1698000.0;0.0;1.0;2.284.081.234.768.480;2.335.077.173.030.050;22.397.952.883.834.200;2.247.847.278.635.250;849000.0
T Mobile;4/9/08;17.69;17.72;16.99;17.29;4990400.0;0.0;1.0;23.739.951.259.138.900;2.378.021.121.039.800;2.280.055.239.642.560;2.320.315.190.901.700;2495200.0
T Mobile;3/9/08;17.7;17.85;17.3;17.56;1575800.0;0.0;1.0;2.375.337.124.289.190;23.954.670.999.187.600;2.321.657.189.277.010;2.356.549.147.034.930;787900.0
T Mobile;2/9/08;17.09;17.72;17.06;17.72;1294200.0;0.0;1.0;22.934.752.233.956.100;2.378.021.121.039.800;22.894.492.282.696.900;2.378.021.121.039.800;647100.0
T Mobile;29/8/08;17.34;17.44;16.61;16.87;1585600.0;0.0;1.0;23.270.251.827.782.200;2.340.445.166.531.270;2.229.059.301.380.990;22.639.512.591.389.100;792800.0
T Mobile;28/8/08;16.92;17.49;16.86;17.37;542000.0;0.0;1.0;2.270.661.251.015.430;23.471.551.584.077.900;2.262.609.260.763.600;23.310.511.779.041.400;271000.0
T Mobile;27/8/08;16.82;17.11;16.66;16.96;543600.0;0.0;1.0;22.572.412.672.623.800;22.961.592.201.462.200;22.357.692.932.575.100;22.760.292.445.166.500;271800.0
T Mobile;26/8/08;16.62;16.72;16.42;16.71;881000.0;0.0;1.0;2.230.401.299.756.290;2.243.821.283.509.340;22.035.613.322.502.000;22.424.792.851.340.300;440500.0
T Mobile;25/8/08;17.3;17.35;16.54;16.62;1328000.0;0.0;1.0;2.321.657.189.277.010;23.283.671.811.535.300;2.219.665.312.753.850;2.230.401.299.756.290;664000.0
T Mobile;22/8/08;17.51;17.61;17.29;17.35;1276200.0;0.0;1.0;2.349.839.155.158.400;2.363.259.138.911.450;2.320.315.190.901.700;23.283.671.811.535.300;638100.0
T Mobile;21/8/08;16.65;17.64;16.55;17.4;2404200.0;0.0;1.0;22.344.272.948.822.000;23.672.851.340.373.600;22.210.073.111.291.600;2.335.077.173.030.050;1202100.0
T Mobile;20/8/08;16.34;17.07;16.21;16.71;1395800.0;0.0;1.0;21.928.253.452.477.600;22.907.912.266.450.000;2.175.379.366.368.800;22.424.792.851.340.300;697900.0
T Mobile;19/8/08;17.49;17.49;16.22;16.4;1369400.0;0.0;1.0;23.471.551.584.077.900;23.471.551.584.077.900;21.767.213.647.441.100;22.008.773.354.995.900;684700.0
T Mobile;18/8/08;17.47;17.57;17.07;17.55;1051800.0;0.0;1.0;23.444.711.616.571.800;23.578.911.454.102.300;22.907.912.266.450.000;23.552.071.486.596.200;525900.0
T Mobile;15/8/08;17.06;17.55;16.83;17.49;1273800.0;0.0;1.0;22.894.492.282.696.900;23.552.071.486.596.200;2.258.583.265.637.690;23.471.551.584.077.900;636900.0
T Mobile;14/8/08;17.1;17.44;17.03;17.24;658400.0;0.0;1.0;22.948.172.217.709.100;2.340.445.166.531.270;2.285.423.233.143.780;2.313.605.199.025.180;329200.0
T Mobile;13/8/08;17.47;17.7;16.93;17.27;774800.0;0.0;1.0;23.444.711.616.571.800;2.375.337.124.289.190;22.720.032.493.907.300;23.176.311.941.510.900;387400.0
T Mobile;12/8/08;18.0;18.0;17.43;17.5;1115200.0;0.0;1.0;2.415.597.075.548.330;2.415.597.075.548.330;2.339.103.168.155.970;23.484.971.567.831.000;557600.0
T Mobile;11/8/08;17.22;18.3;17.22;17.92;2396400.0;0.0;1.0;23.109.212.022.745.700;2.455.857.026.807.470;23.109.212.022.745.700;2.404.861.088.545.890;1198200.0
T Mobile;8/8/08;17.25;17.41;16.76;17.25;2231600.0;0.0;1.0;23.149.471.974.004.800;23.364.191.714.053.600;22.491.892.770.105.600;23.149.471.974.004.800;1115800.0
T Mobile;7/8/08;17.65;17.93;16.99;17.4;2176200.0;0.0;1.0;23.686.271.324.126.700;24.062.030.869.212.000;2.280.055.239.642.560;2.335.077.173.030.050;1088100.0
T Mobile;6/8/08;17.29;17.85;17.0;17.7;2002800.0;0.0;1.0;2.320.315.190.901.700;23.954.670.999.187.600;2.281.397.238.017.870;2.375.337.124.289.190;1001400.0
T Mobile;5/8/08;16.74;17.48;16.74;17.45;1385800.0;0.0;1.0;22.465.052.802.599.500;23.458.131.600.324.900;22.465.052.802.599.500;23.417.871.649.065.800;692900.0
T Mobile;4/8/08;16.54;16.93;16.42;16.81;1115000.0;0.0;1.0;2.219.665.312.753.850;22.720.032.493.907.300;22.035.613.322.502.000;22.558.992.688.870.800;557500.0
T Mobile;1/8/08;16.79;16.8;16.26;16.63;1676000.0;0.0;1.0;22.532.152.721.364.700;22.545.572.705.117.700;21.820.893.582.453.200;22.317.432.981.316.000;838000.0
T Mobile;31/7/08;16.67;16.89;16.4;16.63;1044800.0;0.0;1.0;22.371.112.916.328.100;2.266.635.255.889.520;22.008.773.354.995.900;22.317.432.981.316.000;522400.0
T Mobile;30/7/08;16.41;16.89;16.29;16.86;942800.0;0.0;1.0;22.022.193.338.748.900;2.266.635.255.889.520;2.186.115.353.371.240;2.262.609.260.763.600;471400.0
T Mobile;29/7/08;15.52;16.33;15.47;16.24;1387400.0;0.0;1.0;20.827.814.784.727.800;21.914.833.468.724.600;20.760.714.865.962.600;217.940.536.149.472;693700.0
T Mobile;28/7/08;15.99;15.99;15.37;15.51;837000.0;0.0;1.0;21.458.554.021.121.000;21.458.554.021.121.000;2.062.651.502.843.210;20.814.394.800.974.800;418500.0
T Mobile;25/7/08;15.67;16.17;15.57;15.98;1612800.0;0.0;1.0;2.102.911.454.102.350;21.700.113.728.675.800;20.894.914.703.493.000;21.445.134.037.367.900;806400.0
T Mobile;24/7/08;16.0;16.07;15.05;15.67;2630800.0;0.0;1.0;21.471.974.004.874.000;21.565.913.891.145.400;2.019.707.554.833.460;2.102.911.454.102.350;1315400.0
T Mobile;23/7/08;15.77;16.3;15.5;15.87;2352400.0;0.0;1.0;21.163.314.378.554.000;2.187.457.351.746.540;2.080.097.481.722.170;21.297.514.216.084.400;1176200.0
T Mobile;22/7/08;15.65;15.65;15.28;15.63;1586800.0;0.0;1.0;21.002.274.573.517.400;21.002.274.573.517.400;20.505.735.174.654.700;20.975.434.606.011.300;793400.0
T Mobile;21/7/08;15.21;15.88;15.1;15.72;1538200.0;0.0;1.0;2.041.179.528.838.340;21.310.934.199.837.500;2.026.417.546.709.990;21.096.214.459.788.700;769100.0
T Mobile;18/7/08;14.16;16.09;14.12;15.2;1826400.0;0.0;1.0;19.002.696.994.313.500;21.592.753.858.651.500;18.949.017.059.301.300;2.039.837.530.463.030;913200.0
T Mobile;17/7/08;15.6;16.18;15.42;15.87;1487000.0;0.0;1.0;20.935.174.654.752.200;21.713.533.712.428.900;20.693.614.947.197.400;21.297.514.216.084.400;743500.0
T Mobile;16/7/08;15.75;15.94;15.23;15.49;2311200.0;0.0;1.0;2.113.647.441.104.790;2.139.145.410.235.580;20.438.635.255.889.500;20.787.554.833.468.700;1155600.0
T Mobile;15/7/08;15.4;16.28;14.4;15.62;4202400.0;0.0;1.0;2.066.677.497.969.130;21.847.733.549.959.300;1.932.477.660.438.660;20.962.014.622.258.300;2101200.0
T Mobile;14/7/08;15.6;15.8;15.05;15.76;2216400.0;0.0;1.0;20.935.174.654.752.200;2.120.357.432.981.310;2.019.707.554.833.460;21.149.894.394.800.900;1108200.0
T Mobile;11/7/08;15.45;15.83;15.05;15.45;1661800.0;0.0;1.0;2.073.387.489.845.650;212.438.342.810.723;2.019.707.554.833.460;2.073.387.489.845.650;830900.0
T Mobile;10/7/08;15.58;15.91;15.4;15.74;2201200.0;0.0;1.0;20.908.334.687.246.100;2.135.119.415.109.660;2.066.677.497.969.130;21.123.054.427.294.800;1100600.0
T Mobile;9/7/08;16.06;16.18;15.5;15.59;2054600.0;0.0;1.0;21.552.493.907.392.300;21.713.533.712.428.900;2.080.097.481.722.170;2.092.175.467.099.910;1027300.0
T Mobile;8/7/08;15.2;15.96;15.11;15.93;2728400.0;0.0;1.0;2.039.837.530.463.030;21.418.294.069.861.900;20.277.595.450.852.900;21.378.034.118.602.700;1364200.0
T Mobile;7/7/08;15.1;15.78;15.0;15.19;4011800.0;0.0;1.0;2.026.417.546.709.990;2.117.673.436.230.700;20.129.975.629.569.400;20.384.955.320.877.300;2005900.0
T Mobile;3/7/08;16.89;17.0;14.97;15.11;6813600.0;0.0;1.0;2.266.635.255.889.520;2.281.397.238.017.870;2.008.971.567.831.030;20.277.595.450.852.900;3406800.0
T Mobile;2/7/08;17.69;18.08;17.08;17.18;5793600.0;0.0;1.0;23.739.951.259.138.900;24.263.330.625.507.700;22.921.332.250.203.000;23.055.532.087.733.500;2896800.0
T Mobile;1/7/08;17.57;17.75;16.76;17.54;4373400.0;0.0;1.0;23.578.911.454.102.300;23.820.471.161.657.100;22.491.892.770.105.600;2.353.865.150.284.320;2186700.0
T Mobile;30/6/08;17.2;18.23;17.2;17.71;3879200.0;0.0;1.0;23.082.372.055.239.600;24.464.630.381.803.400;23.082.372.055.239.600;23.766.791.226.645.000;1939600.0
T Mobile;27/6/08;17.1;17.99;16.75;17.26;14937800.0;0.0;1.0;22.948.172.217.709.100;241.425.507.717.303;2.247.847.278.635.250;23.162.891.957.757.900;7468900.0
T Mobile;26/6/08;17.75;17.96;16.87;17.08;3124800.0;0.0;1.0;23.820.471.161.657.100;24.102.290.820.471.100;22.639.512.591.389.100;22.921.332.250.203.000;1562400.0
T Mobile;25/6/08;18.56;18.89;17.75;17.88;2951000.0;0.0;1.0;2.490.748.984.565.390;2.535.034.930.950.440;23.820.471.161.657.100;23.994.930.950.446.700;1475500.0
T Mobile;24/6/08;19.25;19.39;18.46;18.56;2121400.0;0.0;1.0;25.833.468.724.614.100;26.021.348.497.156.700;2.477.329.000.812.340;2.490.748.984.565.390;1060700.0
T Mobile;23/6/08;18.86;19.47;18.74;19.24;2869800.0;0.0;1.0;2.531.008.935.824.530;26.128.708.367.181.100;25.149.049.553.208.700;2.582.004.874.086.100;1434900.0
T Mobile;20/6/08;19.69;20.02;18.75;18.88;3423800.0;0.0;1.0;26.423.948.009.748.100;268.668.074.735.987;25.162.469.536.961.800;25.336.929.325.751.400;1711900.0
T Mobile;19/6/08;20.18;20.77;19.77;19.88;2593600.0;0.0;1.0;27.081.527.213.647.400;27.873.306.255.077.100;26.531.307.879.772.500;26.678.927.701.056.000;1296800.0
T Mobile;18/6/08;20.19;20.72;19.69;20.64;2743600.0;0.0;1.0;2.709.494.719.740.040;2.780.620.633.631.190;26.423.948.009.748.100;27.698.846.466.287.500;1371800.0
T Mobile;17/6/08;20.23;20.52;19.98;20.31;1859800.0;0.0;1.0;27.148.627.132.412.600;27.537.806.661.251.000;26.813.127.538.586.500;27.255.987.002.437.000;929900.0
T Mobile;16/6/08;19.11;20.37;19.11;20.09;2545600.0;0.0;1.0;2.564.558.895.207.140;27.336.506.904.955.300;2.564.558.895.207.140;26.960.747.359.870.000;1272800.0
T Mobile;13/6/08;19.82;20.06;19.06;19.38;2667000.0;0.0;1.0;26.598.407.798.537.700;26.920.487.408.610.800;25.578.489.033.306.200;26.007.928.513.403.700;1333500.0
T Mobile;12/6/08;19.13;20.13;19.13;19.8;3185600.0;0.0;1.0;2.567.242.891.957.750;2.701.442.729.488.220;2.567.242.891.957.750;26.571.567.831.031.600;1592800.0
T Mobile;11/6/08;19.91;20.0;19.16;19.19;1464400.0;0.0;1.0;26.719.187.652.315.100;2.683.996.750.609.260;25.712.688.870.836.700;2.575.294.882.209.580;732200.0
T Mobile;10/6/08;19.91;20.28;19.59;20.0;1245400.0;0.0;1.0;26.719.187.652.315.100;27.215.727.051.177.900;2.628.974.817.221.770;2.683.996.750.609.260;622700.0
T Mobile;9/6/08;20.67;20.67;19.98;20.18;1517400.0;0.0;1.0;27.739.106.417.546.700;27.739.106.417.546.700;26.813.127.538.586.500;27.081.527.213.647.400;758700.0
T Mobile;6/6/08;21.28;21.28;20.65;20.68;1839400.0;0.0;1.0;28.557.725.426.482.500;28.557.725.426.482.500;2.771.226.645.004.060;27.752.526.401.299.700;919700.0
T Mobile;5/6/08;20.92;21.36;20.38;21.29;2849200.0;0.0;1.0;2.807.460.601.137.280;28.665.085.296.506.900;27.349.926.888.708.300;28.571.145.410.235.500;1424600.0
T Mobile;4/6/08;20.53;20.94;20.23;20.78;2223400.0;0.0;1.0;27.551.226.645.004.000;28.101.445.978.878.900;27.148.627.132.412.600;27.886.726.238.830.200;1111700.0
T Mobile;3/6/08;20.67;21.05;20.15;20.44;1304600.0;0.0;1.0;27.739.106.417.546.700;28.249.065.800.162.400;27.041.267.262.388.300;2.743.044.679.122.660;652300.0
T Mobile;2/6/08;21.25;21.32;20.03;20.5;2096000.0;0.0;1.0;285.174.654.752.234;2.861.140.536.149.470;2.688.022.745.735.170;27.510.966.693.744.900;1048000.0
T Mobile;30/5/08;21.23;21.45;20.9;21.24;3292000.0;0.0;1.0;28.490.625.507.717.300;28.785.865.150.284.300;28.047.766.043.866.700;2.850.404.549.147.030;1646000.0
T Mobile;29/5/08;21.02;21.16;20.9;21.03;2099000.0;0.0;1.0;2.820.880.584.890.330;28.396.685.621.445.900;28.047.766.043.866.700;2.822.222.583.265.630;1049500.0
T Mobile;28/5/08;21.38;21.38;20.9;21.15;1727600.0;0.0;1.0;28.691.925.264.012.900;28.691.925.264.012.900;28.047.766.043.866.700;28.383.265.637.692.900;863800.0
T Mobile;27/5/08;21.54;21.54;20.93;21.15;1889000.0;0.0;1.0;2.890.664.500.406.170;2.890.664.500.406.170;28.088.025.995.125.900;28.383.265.637.692.900;944500.0
T Mobile;23/5/08;20.98;21.55;20.89;21.39;2876200.0;0.0;1.0;28.155.125.913.891.100;2.892.006.498.781.470;28.034.346.060.113.700;28.705.345.247.766.000;1438100.0
T Mobile;22/5/08;21.0;21.13;20.74;20.94;2265000.0;0.0;1.0;2.818.196.588.139.720;2.835.642.567.018.680;27.833.046.303.818.000;28.101.445.978.878.900;1132500.0
T Mobile;21/5/08;21.6;21.66;20.6;21.0;2368200.0;0.0;1.0;2.898.716.490.658.000;29.067.684.809.098.200;2.764.516.653.127.530;2.818.196.588.139.720;1184100.0
T Mobile;20/5/08;21.79;21.79;21.12;21.57;2286600.0;0.0;1.0;29.242.144.597.887.800;29.242.144.597.887.800;283.430.056.864.338;28.946.904.955.320.800;1143300.0
T Mobile;19/5/08;21.72;21.85;21.3;21.83;2838600.0;0.0;1.0;2.914.820.471.161.650;2.932.266.450.040.610;2.858.456.539.398.860;2.929.582.453.290.000;1419300.0
T Mobile;16/5/08;21.54;21.86;20.74;21.73;4582600.0;0.0;1.0;2.890.664.500.406.170;29.336.084.484.159.200;27.833.046.303.818.000;2.916.162.469.536.960;2291300.0
T Mobile;15/5/08;19.92;21.25;19.92;21.1;3730200.0;0.0;1.0;2.673.260.763.606.820;285.174.654.752.234;2.673.260.763.606.820;28.316.165.718.927.700;1865100.0
